,N,M,n,m,T,Salary
2201,2,300,4,3000,1,3620.1339267262983
2202,2,300,5,100,1,3615.1231204443784
2203,2,300,5,200,1,3541.729789027419
2204,2,300,5,300,1,3501.009528843303
2205,2,300,5,400,1,3478.5619395702565
2206,2,300,5,500,1,3467.2205915873437
2207,2,300,5,600,1,3463.030201242776
2208,2,300,5,700,1,3463.6380798818814
2209,2,300,5,800,1,3467.5633999300167
2210,2,300,5,900,1,3473.8321458892024
2211,2,300,5,1000,1,3481.7807904004267
2212,2,300,5,1500,1,3534.2665492345914
2213,2,300,5,2000,1,3593.436148965993
2214,2,300,5,2500,1,3651.91673238788
2215,2,300,5,3000,1,3707.6339267262983
2216,2,300,6,100,1,3708.8731204443784
2217,2,300,6,200,1,3635.479789027419
2218,2,300,6,300,1,3594.759528843303
2219,2,300,6,400,1,3572.3119395702565
2220,2,300,6,500,1,3560.9705915873437
2221,2,300,6,600,1,3556.780201242776
2222,2,300,6,700,1,3557.3880798818814
2223,2,300,6,800,1,3561.3133999300167
2224,2,300,6,900,1,3567.5821458892024
2225,2,300,6,1000,1,3575.5307904004267
2226,2,300,6,1500,1,3628.0165492345914
2227,2,300,6,2000,1,3687.186148965993
2228,2,300,6,2500,1,3745.66673238788
2229,2,300,6,3000,1,3801.3839267262983
2230,2,300,7,100,1,3806.789787111045
2231,2,300,7,200,1,3733.3964556940855
2232,2,300,7,300,1,3692.6761955099696
2233,2,300,7,400,1,3670.228606236923
2234,2,300,7,500,1,3658.8872582540102
2235,2,300,7,600,1,3654.6968679094425
2236,2,300,7,700,1,3655.304746548548
2237,2,300,7,800,1,3659.230066596683
2238,2,300,7,900,1,3665.498812555869
2239,2,300,7,1000,1,3673.447457067093
2240,2,300,7,1500,1,3725.933215901258
2241,2,300,7,2000,1,3785.1028156326597
2242,2,300,7,2500,1,3843.5833990545466
2243,2,300,7,3000,1,3899.300593392965
2244,2,300,8,100,1,3907.6231204443784
2245,2,300,8,200,1,3834.229789027419
2246,2,300,8,300,1,3793.509528843303
2247,2,300,8,400,1,3771.0619395702565
2248,2,300,8,500,1,3759.7205915873437
2249,2,300,8,600,1,3755.530201242776
2250,2,300,8,700,1,3756.1380798818814
2251,2,300,8,800,1,3760.0633999300167
2252,2,300,8,900,1,3766.3321458892024
2253,2,300,8,1000,1,3774.2807904004267
2254,2,300,8,1500,1,3826.7665492345914
2255,2,300,8,2000,1,3885.936148965993
2256,2,300,8,2500,1,3944.41673238788
2257,2,300,8,3000,1,4000.1339267262983
2258,2,400,0,0,1,3580.4792674991604
2259,2,400,1,100,1,3411.2767267971585
2260,2,400,1,200,1,3348.4852253684594
2261,2,400,1,300,1,3310.378035274781
2262,2,400,1,400,1,3287.376581727207
2263,2,400,1,500,1,3274.1862753086752
2264,2,400,1,600,1,3267.651443964418
2265,2,400,1,700,1,3265.78074241695
2266,2,400,1,800,1,3267.260185727706
2267,2,400,1,900,1,3271.1911856982083
2268,2,400,1,1000,1,3276.9410484691075
2269,2,400,1,1500,1,3320.5411234505846
2270,2,400,1,2000,1,3373.541793025131
2271,2,400,1,2500,1,3427.5788899885783
2272,2,400,1,3000,1,3479.9655403234538
2273,2,400,2,100,1,3436.2767267971585
2274,2,400,2,200,1,3373.4852253684594
2275,2,400,2,300,1,3335.378035274781
2276,2,400,2,400,1,3312.376581727207
2277,2,400,2,500,1,3299.1862753086752
2278,2,400,2,600,1,3292.651443964418
2279,2,400,2,700,1,3290.78074241695
2280,2,400,2,800,1,3292.260185727706
2281,2,400,2,900,1,3296.1911856982083
2282,2,400,2,1000,1,3301.9410484691075
2283,2,400,2,1500,1,3345.5411234505846
2284,2,400,2,2000,1,3398.541793025131
2285,2,400,2,2500,1,3452.5788899885783
2286,2,400,2,3000,1,3504.9655403234538
2287,2,400,3,100,1,3496.2767267971585
2288,2,400,3,200,1,3433.4852253684594
2289,2,400,3,300,1,3395.378035274781
2290,2,400,3,400,1,3372.376581727207
2291,2,400,3,500,1,3359.1862753086752
2292,2,400,3,600,1,3352.651443964418
2293,2,400,3,700,1,3350.78074241695
2294,2,400,3,800,1,3352.260185727706
2295,2,400,3,900,1,3356.1911856982083
2296,2,400,3,1000,1,3361.9410484691075
2297,2,400,3,1500,1,3405.5411234505846
2298,2,400,3,2000,1,3458.541793025131
2299,2,400,3,2500,1,3512.5788899885783
2300,2,400,3,3000,1,3564.9655403234538
2301,2,400,4,100,1,3573.7767267971585
2302,2,400,4,200,1,3510.9852253684594
2303,2,400,4,300,1,3472.878035274781
2304,2,400,4,400,1,3449.876581727207
2305,2,400,4,500,1,3436.6862753086752
2306,2,400,4,600,1,3430.151443964418
2307,2,400,4,700,1,3428.28074241695
2308,2,400,4,800,1,3429.760185727706
2309,2,400,4,900,1,3433.6911856982083
2310,2,400,4,1000,1,3439.4410484691075
2311,2,400,4,1500,1,3483.0411234505846
2312,2,400,4,2000,1,3536.041793025131
2313,2,400,4,2500,1,3590.0788899885783
2314,2,400,4,3000,1,3642.4655403234538
2315,2,400,5,100,1,3661.2767267971585
2316,2,400,5,200,1,3598.4852253684594
2317,2,400,5,300,1,3560.378035274781
2318,2,400,5,400,1,3537.376581727207
2319,2,400,5,500,1,3524.1862753086752
2320,2,400,5,600,1,3517.651443964418
2321,2,400,5,700,1,3515.78074241695
2322,2,400,5,800,1,3517.260185727706
2323,2,400,5,900,1,3521.1911856982083
2324,2,400,5,1000,1,3526.9410484691075
2325,2,400,5,1500,1,3570.5411234505846
2326,2,400,5,2000,1,3623.541793025131
2327,2,400,5,2500,1,3677.5788899885783
2328,2,400,5,3000,1,3729.9655403234538
2329,2,400,6,100,1,3755.0267267971585
2330,2,400,6,200,1,3692.2352253684594
2331,2,400,6,300,1,3654.128035274781
2332,2,400,6,400,1,3631.126581727207
2333,2,400,6,500,1,3617.9362753086752
2334,2,400,6,600,1,3611.401443964418
2335,2,400,6,700,1,3609.53074241695
2336,2,400,6,800,1,3611.010185727706
2337,2,400,6,900,1,3614.9411856982083
2338,2,400,6,1000,1,3620.6910484691075
2339,2,400,6,1500,1,3664.2911234505846
2340,2,400,6,2000,1,3717.291793025131
2341,2,400,6,2500,1,3771.3288899885783
2342,2,400,6,3000,1,3823.7155403234538
2343,2,400,7,100,1,3852.943393463825
2344,2,400,7,200,1,3790.151892035126
2345,2,400,7,300,1,3752.0447019414473
2346,2,400,7,400,1,3729.0432483938735
2347,2,400,7,500,1,3715.8529419753418
2348,2,400,7,600,1,3709.3181106310844
2349,2,400,7,700,1,3707.4474090836165
2350,2,400,7,800,1,3708.9268523943724
2351,2,400,7,900,1,3712.857852364875
2352,2,400,7,1000,1,3718.607715135774
2353,2,400,7,1500,1,3762.207790117251
2354,2,400,7,2000,1,3815.2084596917975
2355,2,400,7,2500,1,3869.245556655245
2356,2,400,7,3000,1,3921.6322069901203
2357,2,400,8,100,1,3953.7767267971585
2358,2,400,8,200,1,3890.9852253684594
2359,2,400,8,300,1,3852.878035274781
2360,2,400,8,400,1,3829.876581727207
2361,2,400,8,500,1,3816.6862753086752
2362,2,400,8,600,1,3810.151443964418
2363,2,400,8,700,1,3808.28074241695
2364,2,400,8,800,1,3809.760185727706
2365,2,400,8,900,1,3813.6911856982083
2366,2,400,8,1000,1,3819.4410484691075
2367,2,400,8,1500,1,3863.0411234505846
2368,2,400,8,2000,1,3916.041793025131
2369,2,400,8,2500,1,3970.0788899885783
2370,2,400,8,3000,1,4022.4655403234538
2371,2,500,0,0,1,3593.3236645668976
2372,2,500,1,100,1,3445.9609218936157
2373,2,500,1,200,1,3392.194130979305
2374,2,500,1,300,1,3357.532571867071
2375,2,500,1,400,1,3335.342349374575
2376,2,500,1,500,1,3321.664808046955
2377,2,500,1,600,1,3313.998084903884
2378,2,500,1,700,1,3310.688225566209
2379,2,500,1,800,1,3310.6015809959895
2380,2,500,1,900,1,3312.9378029477907
2381,2,500,1,1000,1,3317.1177942916975
2382,2,500,1,1500,1,3353.8527771306262
2383,2,500,1,2000,1,3401.7066691995797
2384,2,500,1,2500,1,3451.8803824311185
2385,2,500,1,3000,1,3501.2948391681784
2386,2,500,2,100,1,3470.9609218936157
2387,2,500,2,200,1,3417.194130979305
2388,2,500,2,300,1,3382.532571867071
2389,2,500,2,400,1,3360.342349374575
2390,2,500,2,500,1,3346.664808046955
2391,2,500,2,600,1,3338.998084903884
2392,2,500,2,700,1,3335.688225566209
2393,2,500,2,800,1,3335.6015809959895
2394,2,500,2,900,1,3337.9378029477907
2395,2,500,2,1000,1,3342.1177942916975
2396,2,500,2,1500,1,3378.8527771306262
2397,2,500,2,2000,1,3426.7066691995797
2398,2,500,2,2500,1,3476.8803824311185
2399,2,500,2,3000,1,3526.2948391681784
2400,2,500,3,100,1,3530.9609218936157
2401,2,500,3,200,1,3477.194130979305
2402,2,500,3,300,1,3442.532571867071
2403,2,500,3,400,1,3420.342349374575
2404,2,500,3,500,1,3406.664808046955
2405,2,500,3,600,1,3398.998084903884
2406,2,500,3,700,1,3395.688225566209
2407,2,500,3,800,1,3395.6015809959895
2408,2,500,3,900,1,3397.9378029477907
2409,2,500,3,1000,1,3402.1177942916975
2410,2,500,3,1500,1,3438.8527771306262
2411,2,500,3,2000,1,3486.7066691995797
2412,2,500,3,2500,1,3536.8803824311185
2413,2,500,3,3000,1,3586.2948391681784
2414,2,500,4,100,1,3608.4609218936157
2415,2,500,4,200,1,3554.694130979305
2416,2,500,4,300,1,3520.032571867071
2417,2,500,4,400,1,3497.842349374575
2418,2,500,4,500,1,3484.164808046955
2419,2,500,4,600,1,3476.498084903884
2420,2,500,4,700,1,3473.188225566209
2421,2,500,4,800,1,3473.1015809959895
2422,2,500,4,900,1,3475.4378029477907
2423,2,500,4,1000,1,3479.6177942916975
2424,2,500,4,1500,1,3516.3527771306262
2425,2,500,4,2000,1,3564.2066691995797
2426,2,500,4,2500,1,3614.3803824311185
2427,2,500,4,3000,1,3663.7948391681784
2428,2,500,5,100,1,3695.9609218936157
2429,2,500,5,200,1,3642.194130979305
2430,2,500,5,300,1,3607.532571867071
2431,2,500,5,400,1,3585.342349374575
2432,2,500,5,500,1,3571.664808046955
2433,2,500,5,600,1,3563.998084903884
2434,2,500,5,700,1,3560.688225566209
2435,2,500,5,800,1,3560.6015809959895
2436,2,500,5,900,1,3562.9378029477907
2437,2,500,5,1000,1,3567.1177942916975
2438,2,500,5,1500,1,3603.8527771306262
2439,2,500,5,2000,1,3651.7066691995797
2440,2,500,5,2500,1,3701.8803824311185
2441,2,500,5,3000,1,3751.2948391681784
2442,2,500,6,100,1,3789.7109218936157
2443,2,500,6,200,1,3735.944130979305
2444,2,500,6,300,1,3701.282571867071
2445,2,500,6,400,1,3679.092349374575
2446,2,500,6,500,1,3665.414808046955
2447,2,500,6,600,1,3657.748084903884
2448,2,500,6,700,1,3654.438225566209
2449,2,500,6,800,1,3654.3515809959895
2450,2,500,6,900,1,3656.6878029477907
2451,2,500,6,1000,1,3660.8677942916975
2452,2,500,6,1500,1,3697.6027771306262
2453,2,500,6,2000,1,3745.4566691995797
2454,2,500,6,2500,1,3795.6303824311185
2455,2,500,6,3000,1,3845.0448391681784
2456,2,500,7,100,1,3887.627588560282
2457,2,500,7,200,1,3833.8607976459716
2458,2,500,7,300,1,3799.1992385337376
2459,2,500,7,400,1,3777.0090160412415
2460,2,500,7,500,1,3763.3314747136214
2461,2,500,7,600,1,3755.6647515705504
2462,2,500,7,700,1,3752.3548922328755
2463,2,500,7,800,1,3752.268247662656
2464,2,500,7,900,1,3754.6044696144572
2465,2,500,7,1000,1,3758.784460958364
2466,2,500,7,1500,1,3795.5194437972928
2467,2,500,7,2000,1,3843.373335866246
2468,2,500,7,2500,1,3893.547049097785
2469,2,500,7,3000,1,3942.961505834845
2470,2,500,8,100,1,3988.4609218936157
2471,2,500,8,200,1,3934.694130979305
2472,2,500,8,300,1,3900.032571867071
2473,2,500,8,400,1,3877.842349374575
2474,2,500,8,500,1,3864.164808046955
2475,2,500,8,600,1,3856.498084903884
2476,2,500,8,700,1,3853.188225566209
2477,2,500,8,800,1,3853.1015809959895
2478,2,500,8,900,1,3855.4378029477907
2479,2,500,8,1000,1,3859.6177942916975
2480,2,500,8,1500,1,3896.3527771306262
2481,2,500,8,2000,1,3944.2066691995797
2482,2,500,8,2500,1,3994.3803824311185
2483,2,500,8,3000,1,4043.7948391681784
2484,2,600,0,0,1,3605.9366184187725
2485,2,600,1,100,1,3474.0102266838294
2486,2,600,1,200,1,3427.6885620069343
2487,2,600,1,300,1,3396.4984234404737
2488,2,600,1,400,1,3375.6781721294915
2489,2,600,1,500,1,3362.2154273908177
2490,2,600,1,600,1,3354.1162654047125
2491,2,600,1,700,1,3350.011976293771
2492,2,600,1,800,1,3348.9345574264735
2493,2,600,1,900,1,3350.182167245639
2494,2,600,1,1000,1,3353.235157589963
2495,2,600,1,1500,1,3384.6200517463612
2496,2,600,1,2000,1,3428.1520993870477
2497,2,600,1,2500,1,3474.951220311816
2498,2,600,1,3000,1,3521.7041641567016
2499,2,600,2,100,1,3499.0102266838294
2500,2,600,2,200,1,3452.6885620069343
2501,2,600,2,300,1,3421.4984234404737
2502,2,600,2,400,1,3400.6781721294915
2503,2,600,2,500,1,3387.2154273908177
2504,2,600,2,600,1,3379.1162654047125
2505,2,600,2,700,1,3375.011976293771
2506,2,600,2,800,1,3373.9345574264735
2507,2,600,2,900,1,3375.182167245639
2508,2,600,2,1000,1,3378.235157589963
2509,2,600,2,1500,1,3409.6200517463612
2510,2,600,2,2000,1,3453.1520993870477
2511,2,600,2,2500,1,3499.951220311816
2512,2,600,2,3000,1,3546.7041641567016
2513,2,600,3,100,1,3559.0102266838294
2514,2,600,3,200,1,3512.6885620069343
2515,2,600,3,300,1,3481.4984234404737
2516,2,600,3,400,1,3460.6781721294915
2517,2,600,3,500,1,3447.2154273908177
2518,2,600,3,600,1,3439.1162654047125
2519,2,600,3,700,1,3435.011976293771
2520,2,600,3,800,1,3433.9345574264735
2521,2,600,3,900,1,3435.182167245639
2522,2,600,3,1000,1,3438.235157589963
2523,2,600,3,1500,1,3469.6200517463612
2524,2,600,3,2000,1,3513.1520993870477
2525,2,600,3,2500,1,3559.951220311816
2526,2,600,3,3000,1,3606.7041641567016
2527,2,600,4,100,1,3636.5102266838294
2528,2,600,4,200,1,3590.1885620069343
2529,2,600,4,300,1,3558.9984234404737
2530,2,600,4,400,1,3538.1781721294915
2531,2,600,4,500,1,3524.7154273908177
2532,2,600,4,600,1,3516.6162654047125
2533,2,600,4,700,1,3512.511976293771
2534,2,600,4,800,1,3511.4345574264735
2535,2,600,4,900,1,3512.682167245639
2536,2,600,4,1000,1,3515.735157589963
2537,2,600,4,1500,1,3547.1200517463612
2538,2,600,4,2000,1,3590.6520993870477
2539,2,600,4,2500,1,3637.451220311816
2540,2,600,4,3000,1,3684.2041641567016
2541,2,600,5,100,1,3724.0102266838294
2542,2,600,5,200,1,3677.6885620069343
2543,2,600,5,300,1,3646.4984234404737
2544,2,600,5,400,1,3625.6781721294915
2545,2,600,5,500,1,3612.2154273908177
2546,2,600,5,600,1,3604.1162654047125
2547,2,600,5,700,1,3600.011976293771
2548,2,600,5,800,1,3598.9345574264735
2549,2,600,5,900,1,3600.182167245639
2550,2,600,5,1000,1,3603.235157589963
2551,2,600,5,1500,1,3634.6200517463612
2552,2,600,5,2000,1,3678.1520993870477
2553,2,600,5,2500,1,3724.951220311816
2554,2,600,5,3000,1,3771.7041641567016
2555,2,600,6,100,1,3817.7602266838294
2556,2,600,6,200,1,3771.4385620069343
2557,2,600,6,300,1,3740.2484234404737
2558,2,600,6,400,1,3719.4281721294915
2559,2,600,6,500,1,3705.9654273908177
2560,2,600,6,600,1,3697.8662654047125
2561,2,600,6,700,1,3693.761976293771
2562,2,600,6,800,1,3692.6845574264735
2563,2,600,6,900,1,3693.932167245639
2564,2,600,6,1000,1,3696.985157589963
2565,2,600,6,1500,1,3728.3700517463612
2566,2,600,6,2000,1,3771.9020993870477
2567,2,600,6,2500,1,3818.701220311816
2568,2,600,6,3000,1,3865.4541641567016
2569,2,600,7,100,1,3915.676893350496
2570,2,600,7,200,1,3869.355228673601
2571,2,600,7,300,1,3838.1650901071403
2572,2,600,7,400,1,3817.344838796158
2573,2,600,7,500,1,3803.882094057484
2574,2,600,7,600,1,3795.782932071379
2575,2,600,7,700,1,3791.6786429604376
2576,2,600,7,800,1,3790.60122409314
2577,2,600,7,900,1,3791.8488339123055
2578,2,600,7,1000,1,3794.9018242566294
2579,2,600,7,1500,1,3826.2867184130278
2580,2,600,7,2000,1,3869.818766053714
2581,2,600,7,2500,1,3916.6178869784826
2582,2,600,7,3000,1,3963.370830823368
2583,2,600,8,100,1,4016.5102266838294
2584,2,600,8,200,1,3970.1885620069343
2585,2,600,8,300,1,3938.9984234404737
2586,2,600,8,400,1,3918.1781721294915
2587,2,600,8,500,1,3904.7154273908177
2588,2,600,8,600,1,3896.6162654047125
2589,2,600,8,700,1,3892.511976293771
2590,2,600,8,800,1,3891.4345574264735
2591,2,600,8,900,1,3892.682167245639
2592,2,600,8,1000,1,3895.735157589963
2593,2,600,8,1500,1,3927.1200517463612
2594,2,600,8,2000,1,3970.6520993870477
2595,2,600,8,2500,1,4017.451220311816
2596,2,600,8,3000,1,4064.2041641567016
2597,2,700,0,0,1,3618.326322388353
2598,2,700,1,100,1,3497.8445521467984
2599,2,700,1,200,1,3457.6544975063734
2600,2,700,1,300,1,3429.691536212028
2601,2,700,1,400,1,3410.432769877751
2602,2,700,1,500,1,3397.5443052432156
2603,2,700,1,600,1,3389.4223715915523
2604,2,700,1,700,1,3384.9313119051567
2605,2,700,1,800,1,3383.246540199581
2606,2,700,1,900,1,3383.756517263233
2607,2,700,1,1000,1,3385.999423945357
2608,2,700,1,1500,1,3413.185052230852
2609,2,700,1,2000,1,3453.0663786933483
2610,2,700,1,2500,1,3496.9050006787174
2611,2,700,1,3000,1,3541.266844192607
2612,2,700,2,100,1,3522.8445521467984
2613,2,700,2,200,1,3482.6544975063734
2614,2,700,2,300,1,3454.691536212028
2615,2,700,2,400,1,3435.432769877751
2616,2,700,2,500,1,3422.5443052432156
2617,2,700,2,600,1,3414.4223715915523
2618,2,700,2,700,1,3409.9313119051567
2619,2,700,2,800,1,3408.246540199581
2620,2,700,2,900,1,3408.756517263233
2621,2,700,2,1000,1,3410.999423945357
2622,2,700,2,1500,1,3438.185052230852
2623,2,700,2,2000,1,3478.0663786933483
2624,2,700,2,2500,1,3521.9050006787174
2625,2,700,2,3000,1,3566.266844192607
2626,2,700,3,100,1,3582.8445521467984
2627,2,700,3,200,1,3542.6544975063734
2628,2,700,3,300,1,3514.691536212028
2629,2,700,3,400,1,3495.432769877751
2630,2,700,3,500,1,3482.5443052432156
2631,2,700,3,600,1,3474.4223715915523
2632,2,700,3,700,1,3469.9313119051567
2633,2,700,3,800,1,3468.246540199581
2634,2,700,3,900,1,3468.756517263233
2635,2,700,3,1000,1,3470.999423945357
2636,2,700,3,1500,1,3498.185052230852
2637,2,700,3,2000,1,3538.0663786933483
2638,2,700,3,2500,1,3581.9050006787174
2639,2,700,3,3000,1,3626.266844192607
2640,2,700,4,100,1,3660.3445521467984
2641,2,700,4,200,1,3620.1544975063734
2642,2,700,4,300,1,3592.191536212028
2643,2,700,4,400,1,3572.932769877751
2644,2,700,4,500,1,3560.0443052432156
2645,2,700,4,600,1,3551.9223715915523
2646,2,700,4,700,1,3547.4313119051567
2647,2,700,4,800,1,3545.746540199581
2648,2,700,4,900,1,3546.256517263233
2649,2,700,4,1000,1,3548.499423945357
2650,2,700,4,1500,1,3575.685052230852
2651,2,700,4,2000,1,3615.5663786933483
2652,2,700,4,2500,1,3659.4050006787174
2653,2,700,4,3000,1,3703.766844192607
2654,2,700,5,100,1,3747.8445521467984
2655,2,700,5,200,1,3707.6544975063734
2656,2,700,5,300,1,3679.691536212028
2657,2,700,5,400,1,3660.432769877751
2658,2,700,5,500,1,3647.5443052432156
2659,2,700,5,600,1,3639.4223715915523
2660,2,700,5,700,1,3634.9313119051567
2661,2,700,5,800,1,3633.246540199581
2662,2,700,5,900,1,3633.756517263233
2663,2,700,5,1000,1,3635.999423945357
2664,2,700,5,1500,1,3663.185052230852
2665,2,700,5,2000,1,3703.0663786933483
2666,2,700,5,2500,1,3746.9050006787174
2667,2,700,5,3000,1,3791.266844192607
2668,2,700,6,100,1,3841.5945521467984
2669,2,700,6,200,1,3801.4044975063734
2670,2,700,6,300,1,3773.441536212028
2671,2,700,6,400,1,3754.182769877751
2672,2,700,6,500,1,3741.2943052432156
2673,2,700,6,600,1,3733.1723715915523
2674,2,700,6,700,1,3728.6813119051567
2675,2,700,6,800,1,3726.996540199581
2676,2,700,6,900,1,3727.506517263233
2677,2,700,6,1000,1,3729.749423945357
2678,2,700,6,1500,1,3756.935052230852
2679,2,700,6,2000,1,3796.8163786933483
2680,2,700,6,2500,1,3840.6550006787174
2681,2,700,6,3000,1,3885.016844192607
2682,2,700,7,100,1,3939.511218813465
2683,2,700,7,200,1,3899.32116417304
2684,2,700,7,300,1,3871.3582028786946
2685,2,700,7,400,1,3852.0994365444176
2686,2,700,7,500,1,3839.210971909882
2687,2,700,7,600,1,3831.089038258219
2688,2,700,7,700,1,3826.597978571823
2689,2,700,7,800,1,3824.9132068662475
2690,2,700,7,900,1,3825.4231839298996
2691,2,700,7,1000,1,3827.6660906120237
2692,2,700,7,1500,1,3854.8517188975184
2693,2,700,7,2000,1,3894.733045360015
2694,2,700,7,2500,1,3938.571667345384
2695,2,700,7,3000,1,3982.9335108592736
2696,2,700,8,100,1,4040.3445521467984
2697,2,700,8,200,1,4000.1544975063734
2698,2,700,8,300,1,3972.191536212028
2699,2,700,8,400,1,3952.932769877751
2700,2,700,8,500,1,3940.0443052432156
2701,2,700,8,600,1,3931.9223715915523
2702,2,700,8,700,1,3927.4313119051567
2703,2,700,8,800,1,3925.746540199581
2704,2,700,8,900,1,3926.256517263233
2705,2,700,8,1000,1,3928.499423945357
2706,2,700,8,1500,1,3955.685052230852
2707,2,700,8,2000,1,3995.5663786933483
2708,2,700,8,2500,1,4039.4050006787174
2709,2,700,8,3000,1,4083.766844192607
2710,2,800,0,0,1,3630.5005422866616
2711,2,800,1,100,1,3518.8105715722722
2712,2,800,1,200,1,3483.704900294565
2713,2,800,1,300,1,3458.650112364685
2714,2,800,1,400,1,3440.972345081719
2715,2,800,1,500,1,3428.8327668893335
2716,2,800,1,600,1,3420.92806638384
2717,2,800,1,700,1,3416.3109131535225
2718,2,800,1,800,1,3414.277876936504
2719,2,800,1,900,1,3414.297008398606
2720,2,800,1,1000,1,3415.959642332208
2721,2,800,1,1500,1,3439.8301226515055
2722,2,800,1,2000,1,3476.61070862768
2723,2,800,1,2500,1,3517.8414156655463
2724,2,800,1,3000,1,3560.0483955942786
2725,2,800,2,100,1,3543.8105715722722
2726,2,800,2,200,1,3508.704900294565
2727,2,800,2,300,1,3483.650112364685
2728,2,800,2,400,1,3465.972345081719
2729,2,800,2,500,1,3453.8327668893335
2730,2,800,2,600,1,3445.92806638384
2731,2,800,2,700,1,3441.3109131535225
2732,2,800,2,800,1,3439.277876936504
2733,2,800,2,900,1,3439.297008398606
2734,2,800,2,1000,1,3440.959642332208
2735,2,800,2,1500,1,3464.8301226515055
2736,2,800,2,2000,1,3501.61070862768
2737,2,800,2,2500,1,3542.8414156655463
2738,2,800,2,3000,1,3585.0483955942786
2739,2,800,3,100,1,3603.8105715722722
2740,2,800,3,200,1,3568.704900294565
2741,2,800,3,300,1,3543.650112364685
2742,2,800,3,400,1,3525.972345081719
2743,2,800,3,500,1,3513.8327668893335
2744,2,800,3,600,1,3505.92806638384
2745,2,800,3,700,1,3501.3109131535225
2746,2,800,3,800,1,3499.277876936504
2747,2,800,3,900,1,3499.297008398606
2748,2,800,3,1000,1,3500.959642332208
2749,2,800,3,1500,1,3524.8301226515055
2750,2,800,3,2000,1,3561.61070862768
2751,2,800,3,2500,1,3602.8414156655463
2752,2,800,3,3000,1,3645.0483955942786
2753,2,800,4,100,1,3681.3105715722722
2754,2,800,4,200,1,3646.204900294565
2755,2,800,4,300,1,3621.150112364685
2756,2,800,4,400,1,3603.472345081719
2757,2,800,4,500,1,3591.3327668893335
2758,2,800,4,600,1,3583.42806638384
2759,2,800,4,700,1,3578.8109131535225
2760,2,800,4,800,1,3576.777876936504
2761,2,800,4,900,1,3576.797008398606
2762,2,800,4,1000,1,3578.459642332208
2763,2,800,4,1500,1,3602.3301226515055
2764,2,800,4,2000,1,3639.11070862768
2765,2,800,4,2500,1,3680.3414156655463
2766,2,800,4,3000,1,3722.5483955942786
2767,2,800,5,100,1,3768.8105715722722
2768,2,800,5,200,1,3733.704900294565
2769,2,800,5,300,1,3708.650112364685
2770,2,800,5,400,1,3690.972345081719
2771,2,800,5,500,1,3678.8327668893335
2772,2,800,5,600,1,3670.92806638384
2773,2,800,5,700,1,3666.3109131535225
2774,2,800,5,800,1,3664.277876936504
2775,2,800,5,900,1,3664.297008398606
2776,2,800,5,1000,1,3665.959642332208
2777,2,800,5,1500,1,3689.8301226515055
2778,2,800,5,2000,1,3726.61070862768
2779,2,800,5,2500,1,3767.8414156655463
2780,2,800,5,3000,1,3810.0483955942786
2781,2,800,6,100,1,3862.5605715722722
2782,2,800,6,200,1,3827.454900294565
2783,2,800,6,300,1,3802.400112364685
2784,2,800,6,400,1,3784.722345081719
2785,2,800,6,500,1,3772.5827668893335
2786,2,800,6,600,1,3764.67806638384
2787,2,800,6,700,1,3760.0609131535225
2788,2,800,6,800,1,3758.027876936504
2789,2,800,6,900,1,3758.047008398606
2790,2,800,6,1000,1,3759.709642332208
2791,2,800,6,1500,1,3783.5801226515055
2792,2,800,6,2000,1,3820.36070862768
2793,2,800,6,2500,1,3861.5914156655463
2794,2,800,6,3000,1,3903.7983955942786
2795,2,800,7,100,1,3960.4772382389388
2796,2,800,7,200,1,3925.3715669612316
2797,2,800,7,300,1,3900.3167790313514
2798,2,800,7,400,1,3882.6390117483857
2799,2,800,7,500,1,3870.499433556
2800,2,800,7,600,1,3862.5947330505064
2801,2,800,7,700,1,3857.977579820189
2802,2,800,7,800,1,3855.9445436031706
2803,2,800,7,900,1,3855.9636750652726
2804,2,800,7,1000,1,3857.6263089988747
2805,2,800,7,1500,1,3881.496789318172
2806,2,800,7,2000,1,3918.2773752943467
2807,2,800,7,2500,1,3959.508082332213
2808,2,800,7,3000,1,4001.715062260945
2809,2,800,8,100,1,4061.3105715722722
2810,2,800,8,200,1,4026.204900294565
2811,2,800,8,300,1,4001.150112364685
2812,2,800,8,400,1,3983.472345081719
2813,2,800,8,500,1,3971.3327668893335
2814,2,800,8,600,1,3963.42806638384
2815,2,800,8,700,1,3958.8109131535225
2816,2,800,8,800,1,3956.777876936504
2817,2,800,8,900,1,3956.797008398606
2818,2,800,8,1000,1,3958.459642332208
2819,2,800,8,1500,1,3982.3301226515055
2820,2,800,8,2000,1,4019.11070862768
2821,2,800,8,2500,1,4060.3414156655463
2822,2,800,8,3000,1,4102.548395594278
2823,2,900,0,0,1,3642.466645638172
2824,2,900,1,100,1,3537.7182643771016
2825,2,900,1,200,1,3506.8674548516183
2826,2,900,1,300,1,3484.400384920222
2827,2,900,1,400,1,3468.243162187115
2828,2,900,1,500,1,3456.9248208625227
2829,2,900,1,600,1,3449.375286107464
2830,2,900,1,700,1,3444.799236609774
2831,2,900,1,800,1,3442.594592851855
2832,2,900,1,900,1,3442.298260951732
2833,2,900,1,1000,1,3443.549078341139
2834,2,900,1,1500,1,3464.7903448056204
2835,2,900,1,2000,1,3498.9238983170794
2836,2,900,1,2500,1,3537.848315951959
2837,2,900,1,3000,1,3578.107535544298
2838,2,900,2,100,1,3562.7182643771016
